names	logFC	AveExpr	t	P.Value	adj.P.Val	B
NBN	0.159523314009638	7.76879571428571	1.93319159936321	0.0563117194000854	0.0968013190519603	-5.63369711520859
FAM71A	-0.087516615942044	4.88896516483516	-1.93316409975545	0.0563151551270396	0.0968013190519603	-5.63374857751846
FLG	0.128129028985497	3.31669318681319	1.93302725977648	0.0563322541832956	0.0968202911205278	-5.63400464755988
AMELY	0.0654071497584421	3.84824406593407	1.93300988700705	0.0563344253394737	0.0968202911205278	-5.6340371562052
RP4-613A2.1	-0.0838399903381761	4.0005289010989	-1.93287229311377	0.056351623592815	0.096842772680331	-5.63429461808797
TSPAN14	-0.14032455797104	7.94854137362637	-1.93278211444947	0.0563628976914122	0.0968550707753354	-5.63446334874975
ZNF582	-0.128554458937219	5.33653153846154	-1.93271826843133	0.0563708808476705	0.096861712268937	-5.63458280478297
EAF1	-0.201413236714998	6.1826156043956	-1.93266262827866	0.0563778387420004	0.0968665912200927	-5.63468690466064
ARHGAP19	0.221344932367128	5.54456175824176	1.93245635473848	0.0564036399352713	0.0969038430443813	-5.63507280780861
LOC100129455	0.0730387487922597	3.41498824175824	1.93222633220419	0.0564324234926011	0.0969462128804307	-5.63550309658993
CSF1	-0.134351611111128	4.86964510989011	-1.93197013355168	0.0564644971925955	0.0969942283062991	-5.63598229585767
ZNF749	0.0508545314009554	3.09194824175824	1.93181758542868	0.0564836021307704	0.0970199607183027	-5.6362675972249
BRE	0.0989901062801639	7.99902406593407	1.93172034267818	0.0564957835467576	0.0970337979421454	-5.63644945352625
INPP5B	-0.13688697101451	4.74803505494505	-1.9310346812195	0.0565817381697396	0.0971743323659931	-5.63773148822042
PPP1R12B	-0.0877002512077434	3.71338456043956	-1.93074160917421	0.0566185114618133	0.0972303876739084	-5.63827933996462
GHITM	0.108441256038608	10.2512686813187	1.93055921294195	0.0566414078826272	0.0972626059282611	-5.6386202621408
TRPM3	0.0523845772946712	3.54081456043956	1.93047903397386	0.0566514753241172	0.0972727916209108	-5.63877011762544
BMF	0.197682004830897	6.13977494505495	1.93010100462049	0.0566989618876918	0.0973472212277181	-5.63947658191945
PSG5	0.080332528985493	4.07042131868132	1.92976750478484	0.0567408827784807	0.0974120848868515	-5.64009972326109
NUDT9	-0.132641323671523	8.41515142857143	-1.9295343628178	0.0567702042643461	0.0974553101450566	-5.64053528793696
ATP9A	0.148772144927514	6.29878983516484	1.9294964088846	0.056774978816468	0.0974563933559574	-5.640606190327
SYT8	-0.1548623478261	4.51838593406593	-1.92920637959147	0.0568114753145719	0.0975119243522389	-5.6411479565682
SLC6A19	0.0720048550724455	4.42059472527473	1.92903461353186	0.0568330992431276	0.0975419216431963	-5.641468775166
APCDD1 /// LOC100130468	0.0728185217391171	3.77772736263736	1.92892494840539	0.0568469088176932	0.0975585038593319	-5.64167359006104
WDR82	-0.0994704927536603	9.92768087912088	-1.92856956012377	0.0568916805680024	0.0976282158878896	-5.64233725344336
LCE1B	0.0740678454106152	3.70389	1.92853402138052	0.0568961593720621	0.0976287786117239	-5.64240361342569
LINC00630	0.0489689565217271	3.18589153846154	1.92829438576346	0.0569263674645972	0.0976734872167585	-5.64285104539628
GALE	0.119783072463749	5.60727835164835	1.92818146905344	0.0569406062698237	0.0976907914119377	-5.64306185834274
CLDN9	0.174426275362303	4.56300285714286	1.92698357406377	0.0570918464598148	0.0979431239048026	-5.64529760071782
KCNJ13	-0.0517979637681276	3.16733774725275	-1.92677736569046	0.0571179155284203	0.097980699673871	-5.6456823373279
OAS1	0.388951328502393	7.35768664835165	1.92659502854202	0.057140975156625	0.0980131079115972	-5.64602250420368
ABCD3	0.223890241545872	7.75505417582418	1.92637253528129	0.0571691238688464	0.0980542400200734	-5.6464375458451
IKBKAP	0.103504963768094	5.88626785714286	1.9262413250683	0.0571857294104437	0.0980755691799355	-5.64668228626831
DTD2	0.19720360144925	5.96183967032967	1.92584786978774	0.0572355482924195	0.0981538531416483	-5.6474160883367
KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DS1 /// KIR2DS2 /// KIR2DS4	0.0827543043478123	4.61681384615385	1.92562629761353	0.0572636196672602	0.0981948333751794	-5.64782926412105
BC012193	0.0754509758453987	3.73722516483516	1.92542720388948	0.0572888531338853	0.0982309415840914	-5.6482004859358
ZNF18	0.139824289855053	6.60351307692308	1.92525727447801	0.0573103977020563	0.0982607197807526	-5.64851730121173
WIPF1	-0.206443350241567	6.35890313186813	-1.92497450057423	0.0573462644858004	0.0983092639675369	-5.64904444588836
ZADH2	-0.171711096618379	5.97252142857143	-1.9249681465076	0.0573470706477298	0.0983092639675369	-5.64905629026478
TINAG	0.0720020628019196	3.45975175824176	1.92484977404247	0.0573620907145195	0.0983209423873105	-5.64927693733233
LOC100128281	-0.050356632850256	3.38793010989011	-1.92484856863473	0.0573622436836171	0.0983209423873105	-5.64927918415612
SLC35F4	-0.0618124347826177	3.21163615384615	-1.92471839369516	0.057378765221248	0.0983420941487833	-5.64952181653551
DOC2A	0.105880772946843	4.31504659340659	1.92425961842784	0.0574370241128113	0.0984347717235005	-5.65037680473417
CXXC4	0.125455294685975	4.46298840659341	1.92411592404888	0.057455281834305	0.098457562531917	-5.65064455951685
RAB9A	-0.14753990821259	9.16846516483517	-1.92408906660719	0.0574586948687539	0.098457562531917	-5.65069460263433
PITPNA	-0.158133681159452	8.35124362637363	-1.92286778702444	0.0576140758195115	0.0987166214959504	-5.65296951641519
MED13L	-0.130754922705338	7.43119054945055	-1.92264168666825	0.0576428810338034	0.0987587811167279	-5.65339053419015
LPCAT3 /// U47924.30	0.12825646859902	4.81267538461538	1.92258189234052	0.0576505008732869	0.0987587811167279	-5.65350186859847
SUMO3	0.131499589371936	9.61310120879121	1.92257579239558	0.0576512782624436	0.0987587811167279	-5.65351322624822
HGC6.3	0.0872326521738973	4.38001362637363	1.92254004630553	0.0576558339935558	0.0987593922895952	-5.65357978217641
SNORA76C /// SNORD104	-0.249836415458963	7.65373417582418	-1.92200093544466	0.057724578942587	0.0988699458731172	-5.65458341860562
GNB3	0.0897611642511889	5.93842021978022	1.92175795285845	0.0577555856047397	0.0989158503912821	-5.65503568261094
RP11-219B4.3	0.0707277753623079	3.90394483516484	1.92148388062921	0.0577905764593871	0.0989685713065956	-5.65554575056687
RPL12	0.086998164251165	12.8551115384615	1.92070133569375	0.0578905827165646	0.0991290397974029	-5.65700175329903
LOC101927900	-0.0643212125603996	3.53196175824176	-1.92068471833343	0.0578927079361023	0.0991290397974029	-5.65703266562211
C9orf43	0.0674991932367015	3.87863758241758	1.92059368642978	0.0579043513145534	0.0991417589661713	-5.65720200267978
MAPKAPK2	0.136519473429932	6.01892406593407	1.92047730616188	0.057919239740816	0.0991542088853596	-5.65741848184979
UNC80	-0.0383931400966291	3.20115692307692	-1.92045573452964	0.0579219997361681	0.0991542088853596	-5.65745860595743
COL23A1	0.157565946859887	4.31451516483517	1.92043799130737	0.0579242699866004	0.0991542088853596	-5.65749160875633
WBSCR28	0.078745879227041	3.52292516483516	1.92037355267318	0.0579325155607615	0.0991611066144466	-5.65761146372384
F2R	0.139476328502399	6.02246840659341	1.92021513424952	0.0579527910137061	0.0991885929735386	-5.6579061040337
PTBP1	0.084011845410612	4.95905763736264	1.92007398610758	0.057970861149602	0.0992123011161056	-5.65816860469588
FOXA1	0.364088246376792	5.31946527472527	1.9195955547166	0.0580321465373883	0.0993099597322012	-5.65905823647626
BCS1L	0.163205917874371	7.50523747252747	1.91936863637667	0.0580612331114923	0.099345861010962	-5.65948011424892
IQCJ-SCHIP1 /// SCHIP1	-0.275562695652204	7.82253857142857	-1.91936598249304	0.0580615733612536	0.099345861010962	-5.65948504797431
ZNF599	-0.0782138647343142	4.0275210989011	-1.91900766399275	0.0581075282141124	0.0994172592999145	-5.66015112532525
FAM212B-AS1	-0.0825405458937354	4.33076131868132	-1.91887075477469	0.0581250951240196	0.0994400812712351	-5.66040559524255
KRT83	0.0870536811594063	5.20673582417582	1.9187990602931	0.0581342960784202	0.0994485885347621	-5.66053884539597
KRT81	0.308840304347808	5.28568307692308	1.91861427041826	0.0581580168695951	0.0994819314016638	-5.66088227157019
GBE1	-0.205118246376838	8.68263318681319	-1.91801938785094	0.0582344352622109	0.0996054045063777	-5.66198763496412
C22orf42	0.0778144106280063	3.58370186813187	1.91784486721359	0.0582568701994163	0.0996365319291937	-5.66231185533259
DNAH6	-0.0550898236715072	3.38746928571429	-1.91777863818958	0.0582653859681144	0.0996438506485894	-5.66243488694616
IGFN1	-0.0724063019323795	4.2419939010989	-1.91744584915522	0.0583081921005121	0.0997098064711389	-5.66305303954769
ADAMTS7	0.0873919468598903	4.77447659340659	1.91725855917122	0.058332294594114	0.0997437709090193	-5.66340088547686
TCRAVN1 /// TRAV25 /// TRAV25	-0.0571152705314097	3.23908098901099	-1.91626840738243	0.0584598578471788	0.0999546275491165	-5.66523933256419
PEX26	0.0749100531400839	3.81385417582418	1.91610382865208	0.0584810836680819	0.0999836510775087	-5.66554482635256
POLR2K	0.151163297101419	8.89160054945055	1.91591417006967	0.0585055521221483	0.100018213832892	-5.66589684376492
BRINP1	0.150513289855061	3.60677230769231	1.91573811582319	0.0585282731725986	0.100049784506107	-5.66622358196828
PACS2	-0.13699179468601	7.63777895604396	-1.91538929811046	0.0585733125767603	0.100119499404462	-5.66687086923001
NUDT10	0.103747227053127	3.81072120879121	1.91526983658329	0.0585887441947006	0.100135838818862	-5.66709252427559
KIR2DL2	-0.125694024154601	4.22357747252747	-1.91524938314066	0.0585913866422272	0.100135838818862	-5.66713047336357
BEND5	-0.143387961352676	4.5351043956044	-1.91496865653898	0.0586276648030204	0.100190559919134	-5.66765129257161
PARD6B	-0.0983918695652277	3.58160945054945	-1.91478581407178	0.0586513036406332	0.100223674922093	-5.66799047395359
ENTPD4	0.143982454106258	5.29877945054945	1.9146169184341	0.0586731465065224	0.100253716370026	-5.66830375676436
PCMTD2	0.114966429951665	6.03625912087912	1.9145342151974	0.0586838448209986	0.100264712348532	-5.66845715286375
GP5	-0.0549968067632971	3.49965252747253	-1.91405741417458	0.0587455549006892	0.100358901440359	-5.6693413934414
WDTC1	-0.118482260869586	6.58547186813187	-1.914012538529	0.0587513657602817	0.100358901440359	-5.66942460609551
IGKC	0.312267410628	5.62565857142857	1.91400938941167	0.0587517735515434	0.100358901440359	-5.66943044541826
GPR37	0.0904397246376702	3.17611945054945	1.91377211613411	0.0587825058486831	0.100404105850474	-5.6698703893199
UQCRQ	0.141405347826057	10.3588836263736	1.91356929204659	0.0588087869455952	0.100441701326004	-5.67024641883343
VCPIP1	0.0963609178743798	4.49628769230769	1.91315721181524	0.0588622131206899	0.100525650057989	-5.67101028944623
SLC30A8	0.137572524154575	3.75447604395604	1.91247829826866	0.05895032354975	0.100668816517107	-5.67226845630034
ZC3H4	-0.0757009685990546	5.80123813186813	-1.91243273434201	0.0589562408885114	0.100671612145912	-5.67235288090136
DNAJB2	-0.166209826086981	6.91817384615385	-1.91221669123517	0.0589843050003203	0.100702209044145	-5.67275315812424
MIR4313	0.061079391304335	3.6873132967033	1.91219840241482	0.0589866812450223	0.100702209044145	-5.67278704110466
ZNF311	0.110338794685979	3.5576760989011	1.91219591839768	0.0589870039966493	0.100702209044145	-5.67279164312277
KCNJ12 /// KCNJ18 /// LOC100996843	-0.0835812705314161	3.86622857142857	-1.91196386056643	0.0590171621499188	0.100746382186536	-5.67322154108483
C17orf77	-0.0573763816425221	3.19329010989011	-1.9115480179349	0.0590712374570397	0.100831374191855	-5.67399178853054
TUT1	0.0965169371980483	5.37110967032967	1.91146114411825	0.0590825396241493	0.100837319304325	-5.67415268164698
KBTBD12	0.157050545893707	3.66642307692308	1.91145533878981	0.0590832949546304	0.100837319304325	-5.67416343306239
C6orf58	-0.0635533164251312	3.4376017032967	-1.91059416578856	0.0591954323372333	0.101014921456546	-5.67575798384046
TAC1	-0.458978826086967	3.70795472527473	-1.91059022013595	0.0591959465321246	0.101014921456546	-5.67576528809784
ITGB3BP	0.241909763285	7.68329494505495	1.90972373530977	0.0593089575829371	0.101200426752081	-5.67736900193176
C17orf70	0.0894785555555391	5.43012736263736	1.90966881726263	0.059316126383231	0.101205316832325	-5.67747062313178
LOC439951	-0.082836855072475	3.72911175824176	-1.90963114416891	0.0593210445132704	0.101206366382716	-5.67754033244477
BAMBI	0.417505120772919	7.60440098901099	1.90914185590423	0.0593849511473252	0.101308047507441	-5.67844558343632
ARHGAP36	-0.0678049082125698	3.35704076923077	-1.90908667692307	0.0593921617945838	0.101313000102162	-5.67854765875249
PASD1	0.13134392753622	3.45549296703297	1.908937231837	0.0594116946023987	0.101338969979579	-5.67882410278149
TMEM115	-0.116188111111136	7.03851065934066	-1.90835353147282	0.0594880374649172	0.101461830397016	-5.67990364233568
AAR2	-0.115703062801961	8.13992362637363	-1.90827631778272	0.059498142528287	0.101471707074564	-5.68004642434664
ROPN1	0.0725175700482961	3.57518901098901	1.90751412928765	0.0595979688962634	0.101634587328895	-5.68145556193601
KLHL10	-0.0539032101449415	3.51649989010989	-1.9068286715108	0.0596878661765485	0.101780512758096	-5.68272239561127
IL21	0.0740740531400848	3.93398758241758	1.90651363282874	0.0597292216018466	0.101843648838294	-5.68330449561421
LOC102724870	-0.175060483091808	5.23800010989011	-1.90634929805259	0.0597508035694467	0.101873062700499	-5.68360810332283
NTF3	0.15820785990336	5.57660164835165	1.90607260906591	0.0597871557887991	0.101927653243879	-5.68411923030995
GTPBP4 /// IDI2	-0.178506246376837	6.04949340659341	-1.90596943809984	0.0598007154680528	0.101943381010988	-5.68430980028888
C12orf40	-0.0483079130434887	3.23990461538462	-1.90536126878325	0.0598806993842525	0.102072332911844	-5.6854329733242
CCDC62	-0.0629555603864906	4.03471208791209	-1.90528013689523	0.0598913763299305	0.102083134377851	-5.68558278346902
NME3	-0.187167314009684	7.5888143956044	-1.90522521584223	0.0598986048440705	0.102088056951633	-5.6856841919274
ZBTB25	0.150954260869552	4.76976054945055	1.90453713172387	0.0599892303797833	0.102235106045395	-5.68695446960341
MAGEC2	0.147324079710131	3.73907884615385	1.90446749222528	0.0599984088305607	0.102242527146274	-5.68708300803836
USP2	-0.0745803961352776	4.11415824175824	-1.90443813080932	0.0600022790051029	0.102242527146274	-5.68713720113223
CSRNP3	0.0946827318840451	3.63317093406593	1.9043127365229	0.0600188097921605	0.102263286461288	-5.68736863579507
RNF135	-0.204182330917902	8.81822417582418	-1.90424512655489	0.0600277244384356	0.102271066917204	-5.68749341467037
SLC6A11	-0.0646723429951828	3.72562626373626	-1.90408737895855	0.0600485284335283	0.102292535644675	-5.687784532871
TMBIM6	0.142922852656964	11.1644954945055	1.90408362341466	0.0600490237944737	0.102292535644675	-5.68779146333711
UTS2B	-0.0600975024154713	3.42159615384615	-1.90349833705559	0.0601262659054523	0.102416698587503	-5.68887139424535
ZNF804A	-0.186161111111122	3.63580769230769	-1.90333251409011	0.0601481653092748	0.102446581799851	-5.68917730386241
LINC00467	0.263659852656986	5.38462538461538	1.9028964716791	0.0602057833153671	0.102532140235546	-5.68998159591231
ACOT13	0.215069227053114	8.03692186813187	1.90288638374553	0.0602071168704559	0.102532140235546	-5.6900002013653
ZNF683	-0.127718246376835	5.98232846153846	-1.90230917007343	0.0602834619989685	0.102654722430911	-5.69106462068662
ATPAF1	-0.135009797101476	7.25879395604396	-1.902157383585	0.0603035515699474	0.1026814980761	-5.69134447526151
UNKL	0.179884207729446	5.76443692307692	1.90203876194378	0.060319255562743	0.102700802869243	-5.69156316817881
PKHD1	0.0625938357487792	3.4051043956044	1.90193943509936	0.0603324078211109	0.10271576054669	-5.69174627918492
ZCCHC3	-0.079920415458949	3.85191978021978	-1.90189624354255	0.0603381277389214	0.102718063435106	-5.69182590092082
C20orf187 /// C20orf187	-0.0652851497584628	3.4472356043956	-1.90173755354312	0.0603591471994164	0.102746409649727	-5.69211842461882
HBE1	-0.0917583212560533	3.90461945054945	-1.90130002827606	0.0604171320532862	0.102837671580062	-5.69292482692262
CHGA	0.190412376811583	3.69351307692308	1.90069513001458	0.060497376000253	0.102966805378533	-5.69403943195424
MOP-1	-0.0578661159420415	3.32009032967033	-1.90064896812702	0.0605035033803324	0.102967873167975	-5.69412447788303
KIAA1217	0.176819086956501	4.91563307692308	1.900624441763	0.0605067591434771	0.102967873167975	-5.69416966302803
SLC48A1	-0.244553995169102	6.46568307692308	-1.90051774945178	0.0605209237795579	0.10298452664558	-5.69436621698294
BPGM	0.271029318840555	7.64865516483516	1.90047289057042	0.0605268801480804	0.102987211248126	-5.69444885523259
LOC153811 /// RNF130	0.0707748454106136	4.41056340659341	1.90020194666172	0.0605628666183732	0.10304098834376	-5.69494794507737
MYLK3	-0.0654672318840701	3.29146934065934	-1.89951290328632	0.0606544658088021	0.103189369679785	-5.6962168952479
AC024560.2	0.127511956521724	4.26880659340659	1.8994294448503	0.0606655684216493	0.103200793380384	-5.69637056439609
ZNF836	-0.0858141714975975	4.3702882967033	-1.89938680498342	0.0606712415338764	0.103202979740853	-5.69644907330944
AKIP1 /// NUAK2	0.286744352656981	6.55561747252747	1.89903927311633	0.060717496319309	0.103272415571972	-5.69708889145692
NAT6	-0.118994647343018	5.99845263736264	-1.89901413431133	0.0607208433224828	0.103272415571972	-5.69713516866906
ARSI	0.220471884057951	5.67075065934066	1.89868338678195	0.0607648938210297	0.103339862810602	-5.69774397838441
CELF1	0.210195323671473	6.01326769230769	1.89846168196747	0.0607944365672122	0.103382629459969	-5.69815201743156
DOCK6	-0.15552554589374	5.4148678021978	-1.89786099281273	0.0608745407608136	0.103511364856444	-5.69925734114965
CHN1	-0.284186758454135	8.83390604395604	-1.89753920687593	0.0609174886935342	0.103570801527466	-5.69984932417678
KDM6A	0.155315698067615	4.73572912087912	1.89753311336312	0.0609183022249562	0.103570801527466	-5.6998605333934
LOC101927513	0.0797439178743797	4.11801989010989	1.89718995183656	0.0609641317290235	0.103635829645099	-5.70049173660132
C9orf9	-0.124600227053154	4.36749071428571	-1.89718073495466	0.0609653630514282	0.103635829645099	-5.70050868846177
PMS1	-0.0631428647343126	3.69362340659341	-1.89691356276812	0.0610010648214237	0.103689025410124	-5.70100004344214
CTD-2008P7.1	-0.0628842657004984	4.84275357142857	-1.89635904690841	0.0610752200310152	0.103807571551487	-5.70201964662181
LOC101929855 /// LOC102724851	-0.249793690821268	3.76084043956044	-1.8961477420314	0.0611034977219973	0.103843080672133	-5.70240810609025
ST7L	-0.0890397874396252	4.0610310989011	-1.89613695167235	0.0611049420281597	0.103843080672133	-5.70242794183847
FLJ46026	0.0881488454106156	4.72632186813187	1.89593523595179	0.0611319472791524	0.103875826971244	-5.70279873349247
CCDC80	0.375075917874374	7.04416659340659	1.89592704492803	0.0611330440874132	0.103875826971244	-5.70281378937359
GNB2	0.13722935265697	9.96685846153846	1.8957266857026	0.0611598780853611	0.103913915521758	-5.70318204998039
LINC00933	-0.0659359661835879	3.48741417582418	-1.89569134729697	0.0611646119666464	0.103914451997654	-5.70324699830106
ATP6V0E2-AS1	0.0878119323671367	4.00032956043956	1.8952087766252	0.0612292873036899	0.104016817434654	-5.70413380114725
UTP3	-0.153553690821281	7.96075923076923	-1.89514067602556	0.0612384189513324	0.104024816823295	-5.70425893038318
STX10	-0.137649434782628	7.49291296703297	-1.89475233344794	0.0612905139371843	0.104105790987403	-5.7049723984434
WDR36	0.134571635265683	5.713985	1.89449331830799	0.0613252807711544	0.104157322626917	-5.70544818933252
LINC00708	-0.0728069565217502	3.26638648351648	-1.89434288949683	0.0613454800032212	0.104184106410265	-5.70572448789612
LINC00667	-0.243014649758468	5.82816131868132	-1.89426625172625	0.0613557728984879	0.104194063434833	-5.70586524373311
ADIPOQ	-0.107659980676339	3.22373758241758	-1.89405646451014	0.0613839559693933	0.104234397834101	-5.70625051997417
CUL5	0.121247724637659	6.49237472527473	1.8940000299747	0.0613915393133696	0.104239749108465	-5.70635415581078
ZMYND11	-0.194833891304367	6.03015153846154	-1.89388314049347	0.061407248748625	0.104252199376848	-5.70656880145026
RAG2	-0.0554060000000125	3.16749857142857	-1.89387950924428	0.0614077368268218	0.104252199376848	-5.70657546936323
AMER3	-0.078074444444455	3.96998824175824	-1.89347649638633	0.0614619263000182	0.104336665938393	-5.70731543181172
CDSN	0.201526842995154	4.16911593406593	1.89297761810292	0.0615290616635148	0.104443095433449	-5.70823120893133
SOCS2-AS1	-0.105363990338176	3.47400263736264	-1.89280331800617	0.0615525322289546	0.104475395686297	-5.70855111424399
CTA-254O6.1	-0.0523163478261002	3.26121637362637	-1.89272255597337	0.0615634098806084	0.10448631840034	-5.70869933329296
STX5	-0.144369913043499	6.6066178021978	-1.89263627864506	0.0615750321617722	0.10449850324301	-5.70885766786656
EPS15P1 /// EPS15P1	-0.0531893333333437	3.12121241758242	-1.89228127273752	0.0616228738714988	0.104572149600119	-5.7095090980135
CELA3A	0.0945963405796952	4.18318626373626	1.89220575350259	0.0616330551140854	0.104581881269987	-5.70964766002959
LOC728061	-0.282553690821272	5.10390043956044	-1.89167081570296	0.0617052141124033	0.10469677073465	-5.71062901278082
LIN7A	-0.188671091787451	3.85377802197802	-1.89146625346386	0.0617328267687076	0.104736066190579	-5.71100421799698
FRMPD3	0.0769972946859756	4.28357615384615	1.8911000845368	0.061782279724053	0.104812407610338	-5.71167574629866
LINC01281	0.0785193671497457	3.80618021978022	1.89101495304658	0.0617937819340224	0.104824359977512	-5.71183185430246
FAM170A	0.0748841739130297	3.91926153846154	1.8909764089853	0.0617989902573185	0.104825634707351	-5.71190253149341
LINC00910	0.0594543574879127	3.47188840659341	1.8906312572148	0.0618456458640299	0.10489720853263	-5.71253536750109
NAALAD2	-0.0453229758454201	3.16961637362637	-1.89027353722781	0.0618940316356478	0.104971706379466	-5.71319113465307
LOC102724842	0.0756725410627888	4.02243516483516	1.89009271519963	0.0619185020238518	0.105005636138221	-5.71352257135638
DACT1	0.415102280193218	6.39683703296703	1.88959862453758	0.0619854081152407	0.105111521187488	-5.71442806254284
SLAMF6	-0.167509536231901	5.41743351648352	-1.88900216309516	0.0620662575032894	0.105241033557593	-5.71552087112359
PLA2G12B	-0.200387879227069	4.30553747252747	-1.88859944139123	0.0621208959265207	0.105321469917021	-5.71625853849083
LOC101928135	0.0847808840579591	3.3238956043956	1.88858651006542	0.0621226510271612	0.105321469917021	-5.71628222245567
ZDHHC8	0.0959706690821038	6.75013686813187	1.88738287826839	0.0622861963130112	0.10559112997564	-5.71848604010191
BC042825 /// RP1-179N16.6	-0.0479320966183638	2.96035703296703	-1.88717236126252	0.0623148377950145	0.105632070986576	-5.71887135763691
WDFY2	-0.156066429951705	5.36808505494505	-1.88712533054486	0.0623212379810646	0.105635306811375	-5.71895743437354
LOC100506895	0.060551415458924	3.5565232967033	1.88704386220611	0.0623323259267117	0.105644300180157	-5.71910653496834
KIAA1147	-0.206615608695675	7.17175494505495	-1.88699995269021	0.0623383027561887	0.105644300180157	-5.71918689420891
CCDC169	0.0418619420289743	3.36736164835165	1.88698734620888	0.0623400188010376	0.105644300180157	-5.71920996513598
PRSS58	-0.0874966666666785	4.02052758241758	-1.88669585910669	0.0623797082738782	0.105703943703286	-5.7197433714406
ALG2	-0.091443236714996	6.39226983516483	-1.88613631542641	0.0624559564099934	0.105825523720412	-5.72076709387462
GPR157	-0.126425475845428	5.64738450549451	-1.88583682849343	0.0624967992055981	0.105887099648154	-5.72131490979922
LIME1	-0.166811468599056	6.47357527472527	-1.88546627744934	0.0625473645082851	0.105965138171495	-5.72199260352908
AK6 /// TAF9	0.168099980676308	9.10748450549451	1.88509506640068	0.0625980543549408	0.106043376435336	-5.72267138084073
PARK2	-0.0523535169082225	3.38995736263736	-1.88484185879182	0.0626326503283767	0.106091108724393	-5.72313431225927
EPO	0.0696158454106124	4.58322653846154	1.88482281922602	0.062635252370192	0.106091108724393	-5.72316911936709
LTA	0.0847930724637544	4.5323710989011	1.88469109251853	0.0626532572867758	0.106113963518756	-5.72340992612522
TGFBRAP1	0.0881459758453866	6.33336241758242	1.88427717891804	0.0627098609150271	0.106202183807707	-5.7241664913693
MYH4	-0.0742753719806886	3.51310131868132	-1.88406592000374	0.0627387676164645	0.106243488684516	-5.72455257830072
GPRC6A	0.0869896618357369	3.89917835164835	1.88373061612076	0.0627846704688666	0.106313567273416	-5.72516528182284
KCTD4	0.0460976014492651	3.21920241758242	1.88244274692861	0.0629612412952119	0.106604880517125	-5.7275176779631
SLC23A1	-0.098252888888902	3.65494659340659	-1.88209695354386	0.0630087216284152	0.106677593773418	-5.72814904381946
MGST2	-0.191043024154618	8.63585791208791	-1.88183896514133	0.0630441651940973	0.106729919050253	-5.72862002131456
DGCR5	0.0797099613526431	4.02283472527473	1.88116521978626	0.0631368062595905	0.106879061697536	-5.72984971315777
NEK11	-0.171472458937215	5.15596472527473	-1.88106223493866	0.0631509769131693	0.106895356387027	-5.73003764090199
HSP90AA1	0.11911690821252	12.7134851648352	1.88076584351022	0.0631917751087168	0.106956717800591	-5.7305784457263
CDK5RAP2	0.286198449275343	7.07852307692308	1.88050547522894	0.063227632995341	0.107009709149487	-5.73105345656988
DAPK3 /// MIR637	0.162049074879207	5.87768247252747	1.88046243092738	0.063233562697263	0.107012044512853	-5.73113197989829
SLC35F1	-0.0852406425120922	4.69877087912088	-1.88039970395618	0.0632422046830996	0.107018969288906	-5.73124640625028
C7orf73 /// LOC101930655 /// SLC13A4	0.0821771159420166	3.92917274725275	1.88020949982713	0.0632684154475982	0.107055620958814	-5.73159335446073
RPS11	-0.442538028985532	7.26174879120879	-1.88002033199895	0.0632944924564884	0.107092041045724	-5.73193838016624
U91328.20	-0.0621895410628168	4.38371241758242	-1.87984245969765	0.063319020598781	0.107125835454131	-5.73226277451189
ABCG4	0.0635594927536101	4.09851230769231	1.87969217670939	0.063339750466429	0.107151419602164	-5.73253683075645
NPHP4	-0.0771366811594403	5.21203016483516	-1.8796667803639	0.0633432541729797	0.107151419602164	-5.73258314156139
TUBGCP2	0.0957245652173722	5.38525824175824	1.87946594404925	0.0633709674967107	0.107190590113099	-5.7329493506888
RSL24D1	-0.140957669082159	9.54831445054945	-1.87891380143489	0.0634472099278618	0.107311834999519	-5.73395595245984
RP4-740C4.7	-0.0823856763285145	3.7467056043956	-1.87869670577034	0.0634772086043789	0.107354853410153	-5.73435166090449
LMOD3	-0.0470139613526683	3.23323692307692	-1.87854036366359	0.0634988196204011	0.107383681152706	-5.73463660534553
ZNF268	-0.222884236714997	5.57058813186813	-1.87787058815393	0.0635914719808933	0.107532635055763	-5.73585706976456
RPL5 /// SNORD21	-0.0942882125604321	12.0829956043956	-1.87770299935031	0.0636146728676539	0.107564134137111	-5.73616238696043
SP6	0.149769130434766	5.54499747252747	1.87755073062626	0.0636357590149517	0.107592053197589	-5.73643977181408
EPB41L1	-0.203287193236735	5.56043032967033	-1.8774758661829	0.0636461283823954	0.107601850169202	-5.73657614322241
KRT32	0.0727332898550559	4.29615494505494	1.87722978661112	0.0636802225103791	0.107651752565523	-5.73702436085376
LOC153546	-0.215090845410655	6.46257164835165	-1.87708975664743	0.0636996303950536	0.107676822401298	-5.73727939188018
VAV3	0.36996885990336	5.12596967032967	1.87701587247207	0.0637098726015795	0.1076863962335	-5.73741394710691
PP12708	-0.0565883333333432	3.10593824175824	-1.87683276675199	0.0637352616233662	0.107720946300968	-5.73774739159232
AP5Z1 /// MIR4656	0.0891626497584381	5.51799934065934	1.87678288696376	0.0637421793131789	0.107720946300968	-5.73783821991262
THAP9	0.153421531400949	4.1939582967033	1.87676937634156	0.0637440531724858	0.107720946300968	-5.73786282161975
CDH4	0.0685356690821117	3.81936862637363	1.87662749235115	0.0637637346033216	0.107746464391847	-5.73812117053888
