names	logFC	AveExpr	t	P.Value	adj.P.Val	B
SAP130	0.485915241545865	7.33950637362637	6.66211085884277	1.99488371814084e-09	1.1996846088129e-08	10.7336821431541
LOC100652999	-0.279333531400981	4.76406087912088	-6.66059495659866	2.008774227926e-09	1.2077292904095e-08	10.7268446553326
SHROOM3	-1.12796355555558	7.11245417582418	-6.65949768306779	2.01888845703894e-09	1.21350003857797e-08	10.7218957281361
STYXL1	0.694238657004808	7.5696056043956	6.65829077102173	2.03007151853566e-09	1.21991012048949e-08	10.716452631911
RP11-350F4.2	0.595846429951675	4.07327131868132	6.65822173427984	2.0307130533172e-09	1.21998393394689e-08	10.716141290851
NPLOC4	0.389172154589343	8.69742527472527	6.65812826428922	2.03158195772912e-09	1.2201942708322e-08	10.7157197627879
TSTA3	0.820258251207695	8.90219148351648	6.65652361347027	2.04655644422083e-09	1.22887433158218e-08	10.708483475107
LARS2	0.616143171497563	6.4165960989011	6.65572770293639	2.05402431059627e-09	1.23304369028137e-08	10.7048944818198
TTC27	0.263510985507231	5.35743302197802	6.655607635378	2.05515321927397e-09	1.2334065760991e-08	10.7043530748926
HOXC10	1.58126380676327	4.66956505494506	6.65457828315305	2.0648567147992e-09	1.23891402887952e-08	10.6997116721798
RPA1	0.827924536231857	8.11704263736264	6.65404400505122	2.06991111219041e-09	1.24162992498644e-08	10.6973026816922
NOA1	0.542642067632826	8.52860747252747	6.65363382745219	2.07379979844882e-09	1.24364536612739e-08	10.6954532893492
PSMC3	0.636325942028947	8.75738593406593	6.6515623385822	2.09354929499872e-09	1.25516898848763e-08	10.6861140421995
RBM7	-0.489870908212585	7.52955972527473	-6.64974071611671	2.11107035403632e-09	1.26535103789333e-08	10.6779021373093
XRCC4	0.332029152173895	4.86583291208791	6.64921483704251	2.11615540552617e-09	1.26807579969364e-08	10.6755316095859
RNGTT	0.426588142512061	5.42259840659341	6.64748792491351	2.13293942694832e-09	1.27780782786104e-08	10.6677475877188
DBN1	0.747398413043456	7.61944379120879	6.64742255766069	2.1335773191714e-09	1.27786449062672e-08	10.6674529598183
FAS	-1.0471908309179	7.56662901098901	-6.64571016915886	2.15035525268081e-09	1.2875854262488e-08	10.6597351171353
SLC44A5	0.532644888888876	3.68724917582418	6.64482701769844	2.15905932608148e-09	1.29246819418265e-08	10.6557549659543
TFPI	-1.58543601932369	7.15429769230769	-6.6445886595857	2.16141448197206e-09	1.29354881974511e-08	10.6546807745478
ATF3	-1.20477506763287	7.26829593406593	-6.64416867820277	2.16557040071234e-09	1.29570632980805e-08	10.6527881069283
LINC00263 /// PP7080	0.85320512560384	6.64551472527473	6.64352082984363	2.17199668994853e-09	1.29908880519778e-08	10.6498686260611
LOC643085	0.225512111111097	3.72426802197802	6.64348744633037	2.1723283464468e-09	1.29908880519778e-08	10.6497181883816
ZNF300P1	-0.47265462801934	3.87459857142857	-6.64194132954387	2.18774366147407e-09	1.3079748581055e-08	10.6427511362831
TRMT2A	0.410388917874374	6.61354912087912	6.64157615384241	2.19140036714216e-09	1.30982812287633e-08	10.6411056773048
LOC645513	-0.221571427536241	3.44429752747253	-6.63731196965212	2.23455039651701e-09	1.33528011499187e-08	10.621893843141
FTL	-0.311127415458976	13.7395379120879	-6.63717540614799	2.23594611652285e-09	1.33577476912922e-08	10.6212786411239
EXOSC3	0.434731270531384	5.21106082417582	6.63640318601755	2.24385468893675e-09	1.3401590219348e-08	10.6177999655362
ABCC13	-0.272107181159431	3.55543164835165	-6.63527035753159	2.25550650232163e-09	1.3467761598021e-08	10.6126970850432
TMEM40	1.17764266908211	5.14269912087912	6.63410231038073	2.26758327123566e-09	1.35364361775286e-08	10.6074358762263
DSERG1	-0.550255483091805	4.3328010989011	-6.63314645518176	2.27751372947129e-09	1.3592266662564e-08	10.6031306776168
RAD51C	0.698283579710123	6.59670384615385	6.63306359331708	2.27837661296847e-09	1.35939670058393e-08	10.6027574755798
GNL3 /// SNORD19B	0.538161753623166	8.45579714285714	6.63241983356104	2.28509144838714e-09	1.36305733872852e-08	10.5998580972866
PURA	-0.507261420289877	6.39602747252747	-6.63209112045409	2.28852769191753e-09	1.36476093595082e-08	10.5983776701222
FAM193B	-0.307321031400984	5.54564835164835	-6.63092563735956	2.30075248128521e-09	1.37170338047727e-08	10.5931288820189
RSBN1	-0.589993560386496	7.09709527472527	-6.62492476839292	2.3647263045791e-09	1.40948714353017e-08	10.566108857051
TONSL	0.590684309178728	4.80490945054945	6.62482014987993	2.36585709047623e-09	1.40980387048393e-08	10.5656378681739
HLA-DRB6	-0.421999572463787	5.13357686813187	-6.62238220803131	2.39236005088914e-09	1.42523577499778e-08	10.5546630718948
ECE2	0.392244850241522	5.11418450549451	6.6217755811403	2.39900024075587e-09	1.42882972050084e-08	10.5519324594985
FAM177A1 /// LOC101927178	-0.860190318840605	8.54314318681319	-6.62114293529809	2.40594466801864e-09	1.43260300232401e-08	10.5490848206211
ANKIB1	0.415131135265684	8.18754428571429	6.61992760251494	2.41934100181395e-09	1.44021514458781e-08	10.543614681549
LRCH1	-0.488612043478277	5.5998932967033	-6.61943516925111	2.4247899728393e-09	1.44309362756023e-08	10.5413983688799
GPALPP1	-0.637929714975866	5.73124692307692	-6.61851579837465	2.43499570681659e-09	1.44880088601888e-08	10.5372606759717
LOC101930097	-0.264657410628035	4.35131802197802	-6.61640557180303	2.4585819248861e-09	1.46246451374105e-08	10.5277642113286
WTIP	-0.660895676328525	6.35364197802198	-6.61577632818491	2.46565870844581e-09	1.46630323192529e-08	10.5249326867203
LOC100506119	0.865041874396113	6.18003769230769	6.61559741033181	2.46767458520694e-09	1.46713109818168e-08	10.5241275939132
BTBD18	-0.277433734299527	3.51583054945055	-6.61499960544525	2.47442192126298e-09	1.47077087662637e-08	10.5214376524189
C8orf44-SGK3 /// SGK3	-0.724878270531419	7.55693346153846	-6.61106343529542	2.51930707180874e-09	1.49707181225219e-08	10.5037281942935
RAB11A	-0.591658183574906	8.23980648351648	-6.61073258727705	2.52311632311188e-09	1.49895670420792e-08	10.5022398239817
RAB8B	-0.750297705314032	6.84266307692308	-6.60827448581514	2.55159698177491e-09	1.51549396493298e-08	10.491182494886
PCDH9	-0.365162079710159	3.69023824175824	-6.60657625580393	2.57145903178398e-09	1.52690523674727e-08	10.4835441516695
LOC286161	-0.483129942029002	5.4827378021978	-6.6057734369532	2.58090177746327e-09	1.53212543679798e-08	10.4799334513349
STAMBP	0.638111371980654	5.64603868131868	6.60508387003794	2.58903984544429e-09	1.53656868949911e-08	10.4768322274318
LRRC20	0.583956048309155	5.74766835164835	6.60483601489166	2.59197115977659e-09	1.53792032487249e-08	10.4757175637441
PIP5K1C	-0.403771637681185	7.72657098901099	-6.60290687926671	2.61489906112531e-09	1.55113306223625e-08	10.4670422818648
SH3BP1	0.470773724637658	6.7187121978022	6.60257686594355	2.61884134528859e-09	1.5530798900955e-08	10.4655583079404
MMP3	2.19518762318838	4.72042461538462	6.60235531636741	2.62149123877135e-09	1.55425948918332e-08	10.4645620785264
KRT19	0.958701070048287	7.5507139010989	6.60153444990323	2.63133254590156e-09	1.55970114615939e-08	10.4608710370297
SFXN4	0.36981871739128	5.84597532967033	6.60128620960142	2.63431587416637e-09	1.56107607358007e-08	10.4597548515407
ADNP	0.510138439613494	8.53254395604396	6.60041174553721	2.64485178827011e-09	1.56692478740839e-08	10.45582303638
UBE4B	0.857852961352634	6.10557373626374	6.59527571696481	2.70757987983427e-09	1.6036836759935e-08	10.4327338238089
TOMM20	0.51721509903377	10.7070948351648	6.59475944078621	2.71396619105327e-09	1.60706155119771e-08	10.4304132338826
SLC27A4	0.618570594202873	7.0832867032967	6.59330540848754	2.73203271841901e-09	1.617352366907e-08	10.4238779034238
TRIM32	0.471495968599017	5.53712906593407	6.59159930430028	2.75338306312942e-09	1.62958152100664e-08	10.4162102508203
TNNI2	-0.60376162801934	4.8057267032967	-6.59119543170444	2.75846128125601e-09	1.63217633547525e-08	10.4143952501106
DYX1C1	-0.731625314009674	4.12082186813187	-6.58674040888779	2.81509659253199e-09	1.66526840684991e-08	10.3943770078269
RAB3IP	-0.452876502415474	4.28660252747253	-6.58656705933037	2.81732343519692e-09	1.66616663806466e-08	10.3935981737106
MAP3K12	-0.383633236714992	5.9418843956044	-6.58608680821975	2.82350183276179e-09	1.66940078196474e-08	10.3914405137284
ANKRD32	0.458978323671474	4.46463813186813	6.58595416676288	2.82521061756482e-09	1.66999129743967e-08	10.3908445953444
DDX18	0.458066350241523	8.17789791208791	6.58482569486184	2.83978987080049e-09	1.67818738093536e-08	10.3857748799766
RRP36	0.459000765700458	6.73476214285714	6.58396154354411	2.85100455282981e-09	1.68439153686403e-08	10.3818928451112
RPS6KB2	0.427670676328478	7.11317406593407	6.58369983646585	2.85440954186763e-09	1.68597971935526e-08	10.3807172114982
RAPGEF1	-0.557792391304371	7.04020901098901	-6.58345819556514	2.85755702894453e-09	1.687415046969e-08	10.3796317332895
GRIN2D	0.530565681159406	3.8695017032967	6.58302098801844	2.86326059461228e-09	1.69035866428918e-08	10.377667783386
MPEG1	-1.08712063285027	8.4776606043956	-6.5792456844481	2.91298202062401e-09	1.71928073086767e-08	10.3607109197746
LEPR /// LEPROT	-1.49501837922707	5.47404686813187	-6.57908068081744	2.91517452589283e-09	1.72014312215252e-08	10.359969880583
MRPL10	0.53735414975842	8.54872868131868	6.57871586734772	2.92002782570576e-09	1.72257472938549e-08	10.3583315091907
TMED9	0.499521985507203	9.79809428571428	6.57783049833048	2.93183961280118e-09	1.72910901938525e-08	10.354355464924
VOPP1	0.476300999999975	9.63646153846154	6.57751583195223	2.93604898193595e-09	1.7311574844606e-08	10.3529423964288
CLEC12A	-0.386957840579722	3.7038556043956	-6.57471744551109	2.97374771320627e-09	1.75294602041633e-08	10.3403767692835
TRA2A	-1.1105263188406	6.37019571428571	-6.57309579546692	2.99581270349475e-09	1.76551026775737e-08	10.3330959222709
FKBP11	1.18017617874393	8.29215835164835	6.57130399664064	3.02038123482706e-09	1.77954325258348e-08	10.3250518857282
TTF2	0.381240193236703	3.68194593406593	6.57019713214496	3.03565768305413e-09	1.78809588543534e-08	10.3200831572362
NR2F6	0.559731821256013	6.18208758241758	6.56914960455878	3.05018558984602e-09	1.79620343197742e-08	10.3153810664874
ASIC1	0.294292451690807	4.09784043956044	6.56882016038401	3.05476877479752e-09	1.79845210471183e-08	10.3139023285618
NME4	0.706119347826061	8.46038945054945	6.56860856943131	3.05771599367557e-09	1.79973674102226e-08	10.3129525986381
CLDN1	2.1781374806763	7.60359741758242	6.56714285166398	3.07820914491715e-09	1.81134548632603e-08	10.3063739955551
KIAA1244	-0.780538896135286	5.3471460989011	-6.56656189243424	3.08636946673837e-09	1.81569309298866e-08	10.3037666118651
LINC01133	1.29415066183573	4.2320506043956	6.56559639125601	3.09997854513982e-09	1.82324319534105e-08	10.2994335596699
CAPN2	-0.403178647343021	8.59584318681319	-6.56553200907565	3.1008881431932e-09	1.8233222281976e-08	10.2991446283081
PPARA	0.458406478260852	4.97669395604396	6.56514370840257	3.10637969661635e-09	1.82609473792593e-08	10.2974020519241
CAPS2	-0.290276963768128	3.32635192307692	-6.56369263938754	3.12698677988678e-09	1.83774935189748e-08	10.2908904159849
TAF4B	0.649723862318824	5.34453917582418	6.56244891276276	3.14475693144063e-09	1.84773127722917e-08	10.2853096314408
IFT57	-0.844130125603889	6.89932263736264	-6.56075553386674	3.16911235830004e-09	1.86157649019023e-08	10.2777117962138
SNX3	-0.355073550724679	10.7983556043956	-6.55975461062436	3.18359603278463e-09	1.86924945596938e-08	10.273221192378
HLA-DRB1 /// HLA-DRB4 /// LOC100996809	-1.08494640096622	12.24099	-6.55974301785105	3.18376416692745e-09	1.86924945596938e-08	10.273169183274
CIAO1	0.329483024154564	6.96841274725275	6.55825475317523	3.20542212027926e-09	1.88149558944268e-08	10.2664925963655
GABARAP	-0.457523236715009	11.5808934065934	-6.55676491731677	3.22724891997874e-09	1.89383469555639e-08	10.2598095018839
FAM13A-AS1	-0.471591369565234	4.64960615384615	-6.55612057827088	3.23673427985537e-09	1.89892717042151e-08	10.2569192984091
SH3KBP1	-0.824714294686025	8.96746901098901	-6.55422939525256	3.26473408595742e-09	1.91487645141443e-08	10.2484369216547
FAM149A	-0.997952135265717	5.4459589010989	-6.55194336448655	3.29889984478455e-09	1.93443341683701e-08	10.2381847315172
LRRC25	-0.687374043478274	5.6358721978022	-6.550801721363	3.31609440956793e-09	1.94403141857023e-08	10.2330652691173
NUDT11	1.31126351207728	5.23355494505495	6.54985140668284	3.3304749263626e-09	1.95197533685643e-08	10.2288040227894
LINC00894	-0.215308091787451	3.73225516483516	-6.54880910858051	3.34631831797215e-09	1.96071210236339e-08	10.2241305736303
LOC102724200 /// TRAPPC10	-0.363608801932384	5.65411763736264	-6.54876116101704	3.34704893324362e-09	1.96071210236339e-08	10.223915593072
C9orf69	0.55961862318838	7.58349747252747	6.5485823036793	3.34977571772127e-09	1.96182083866545e-08	10.2231136626023
ACSS2	-0.669563449275383	7.86577802197802	-6.54793999137218	3.35958627335849e-09	1.96707665295972e-08	10.2202338352474
LAT	-0.611323014492775	5.89925324175824	-6.54741057515998	3.36769384074649e-09	1.97133297994916e-08	10.2178602570778
TOMM22	0.792621072463741	7.57967626373626	6.54615275600941	3.38703399580158e-09	1.98216072608244e-08	10.2122212416286
PDLIM3	-1.18945743478263	5.7529278021978	-6.54481811329376	3.40767553886162e-09	1.99374449437874e-08	10.2062382374852
ELF1	-0.532349420289883	8.93242862637363	-6.54459473299626	3.41114246804217e-09	1.99527656922039e-08	10.2052368996423
PHF14	0.416901454106259	5.67038450549451	6.54357312755035	3.42704261329208e-09	2.00407862418274e-08	10.2006575462528
ERP27	-1.75386180676331	6.9360156043956	-6.54335633054596	3.43042623463539e-09	2.00555866364962e-08	10.1996857851598
CAMK2D	-0.779854990338182	7.00231714285714	-6.54313056679559	3.43395331561141e-09	2.00712181866751e-08	10.1986738441986
USP8	-0.345742065217419	7.03593428571429	-6.54188017020724	3.45355317296254e-09	2.01807628889637e-08	10.1930694177097
ZNF786	0.473777879227037	5.15917967032967	6.5409874269473	3.46761451755214e-09	2.02578970324954e-08	10.1890682711373
FASTKD3	0.695173700483073	7.51441626373626	6.54087078704553	3.4694558575914e-09	2.02636210008815e-08	10.1885455223863
GNG5	-0.410781304347861	11.4930923076923	-6.54049767531414	3.47535249762993e-09	2.02930215353168e-08	10.1868733581591
CYP2S1	1.79102516425118	6.24907582417582	6.53915753227399	3.49661392489626e-09	2.04121021378903e-08	10.1808675595934
GPR115	0.49017731159419	3.7104156043956	6.53859439084699	3.50558653581306e-09	2.04594033057874e-08	10.1783439951916
ALAS1	-0.624839038647368	8.67758307692308	-6.53831063559695	3.51011627363376e-09	2.04807578158933e-08	10.1770724531606
CPEB4	-0.715118316425139	6.25883917582418	-6.53805368225322	3.51422315341787e-09	2.04996350616043e-08	10.1759210308555
PMS2P3	0.449149082125578	6.73210961538462	6.53798518694411	3.51531871465669e-09	2.0500941276649e-08	10.1756141022883
TXLNGY	-0.733441985507265	5.08170043956044	-6.53749503201721	3.52316845648491e-09	2.0541626697205e-08	10.1734177439928
MEA1	0.55347700966179	9.77982714285714	6.53732120972263	3.52595635164601e-09	2.05527864661002e-08	10.1726388696973
AC004941.5	0.390426062801907	7.28733934065934	6.53661793243358	3.5372583453989e-09	2.06135570574287e-08	10.1694876548327
ISCA2	0.54852753623185	8.54831098901099	6.53644386450002	3.54006122625324e-09	2.06247807880793e-08	10.1687077174748
RAPGEFL1	1.37631892753621	6.04979098901099	6.53317273556685	3.59314413306871e-09	2.09288633010837e-08	10.1540523250529
LOC100288974 /// MBL1P	-0.30127420772948	4.1645210989011	-6.53251931098836	3.6038416803916e-09	2.0983948257056e-08	10.1511251524322
ELP2	-0.569710077294706	5.85334824175824	-6.53248613445193	3.60438567000451e-09	2.0983948257056e-08	10.1509765329657
AARSD1 /// PTGES3L /// PTGES3L-AARSD1	0.442764458937177	6.73210989010989	6.53212105979164	3.61037709983382e-09	2.10136276634723e-08	10.1493411420628
COPA	0.645301929951669	5.1315628021978	6.53117029950397	3.62602679644496e-09	2.10994928877747e-08	10.1450822643322
BCL11B	1.35065245410626	5.69875450549451	6.53086388149313	3.63108477920953e-09	2.11236987402939e-08	10.1437097294962
APITD1 /// APITD1-CORT	0.799141212560367	6.56604571428571	6.53001713690701	3.64509814610938e-09	2.11999773482919e-08	10.1399170363718
SUPT16H	0.694694804347798	7.68281840659341	6.52975497876363	3.64944761955499e-09	2.12200267025793e-08	10.1387428275362
NCOA4	-0.410065458937233	11.2612252747253	-6.52966558378956	3.6509319476405e-09	2.12234106298825e-08	10.1383424304747
HARBI1	0.417036855072444	5.54999450549451	6.52875359182123	3.66610896825336e-09	2.13063708755421e-08	10.1342577622122
SDC4	-1.13076917874399	10.4681846153846	-6.5279190892264	3.68005111047748e-09	2.13821151478336e-08	10.1305203368334
LOC101060405 /// RRN3P3	-0.444149507246393	5.8889421978022	-6.52769858837163	3.68374379815329e-09	2.13911014386668e-08	10.1295328246474
WDR74	0.474102164251182	7.11126648351648	6.52767718391073	3.68410244986555e-09	2.13911014386668e-08	10.1294369654963
ARHGAP32	0.617429814009649	4.71394093406593	6.52766383221857	3.68432618741664e-09	2.13911014386668e-08	10.1293771704538
C16orf13	0.355066801932343	6.45664142857143	6.52738091062743	3.68907033439759e-09	2.14133598877175e-08	10.128110127304
YPEL3	-0.610253654589391	6.71488324175824	-6.52723998669723	3.69143565950602e-09	2.14218027909158e-08	10.1274790174299
FLJ31306	-0.745420835748805	4.51089230769231	-6.52695626197397	3.69620236314466e-09	2.14441735523341e-08	10.1262084072977
MTERF3	0.687152850241513	8.27818087912088	6.52581353602824	3.71546239545326e-09	2.15505981605575e-08	10.1210911164543
VANGL2	1.43024567632849	5.70239021978022	6.52536047566759	3.72312593602019e-09	2.15897243627206e-08	10.1190623366173
GLMN	0.519486792270511	6.32255527472527	6.52520726832499	3.72572098244936e-09	2.15994472534407e-08	10.1183762939097
SDR16C5	-1.67155499516912	8.97109791208791	-6.52437184567679	3.73990299120532e-09	2.16763229061481e-08	10.1146354814054
C5orf51	0.291719777777757	5.57564296703297	6.52303744130973	3.7626664774343e-09	2.18028863141795e-08	10.1086607130114
TXNDC11	-0.624747719806789	8.07512857142857	-6.52292859744764	3.7645292690585e-09	2.18083074897182e-08	10.1081733863048
INPP1	-0.898457913043504	8.42247846153846	-6.52182096230168	3.78353767148472e-09	2.19130278338637e-08	10.1032143376964
ZFYVE26	-0.650912731884076	6.97367785714286	-6.52027004903618	3.81031290409676e-09	2.20626685141201e-08	10.096271177967
FUNDC1	0.630652178743936	7.73629098901099	6.51956838701227	3.82248801176018e-09	2.21277179514151e-08	10.0931301594615
LILRB5	-0.611223594202913	5.42283516483517	-6.51865201988642	3.83844660081059e-09	2.2214631902329e-08	10.0890281889765
ATP13A4-AS1	-2.06205756038649	5.49652901098901	-6.5165912225112	3.874576651206e-09	2.2418214719893e-08	10.0798041223054
SNX12	0.361893661835728	6.44084181318681	6.51625412695042	3.88051856110288e-09	2.24455637753291e-08	10.0782953932625
PDCL3 /// PDCL3P4	0.532488468599006	8.53087043956044	6.51621481620983	3.88121206948399e-09	2.24455637753291e-08	10.0781194531356
LAPTM5	-0.983451830917909	10.9331297252747	-6.5146779075487	3.90842205315607e-09	2.25973664430263e-08	10.0712411279117
GLTSCR1L	-0.579725118357509	6.27699758241758	-6.51410513175326	3.91861086987145e-09	2.26507072153788e-08	10.0686778610107
RGS22	-0.766740690821271	4.17193857142857	-6.5133064328174	3.93286238911315e-09	2.27274996048996e-08	10.0651036868697
ZNF844	-0.438868594202916	4.54203967032967	-6.51061207025136	3.9813182404298e-09	2.30018680950402e-08	10.0530475989455
FOXRED2	0.650211164251187	5.10570461538462	6.51036354491848	3.98581739268862e-09	2.30186040861602e-08	10.0519356485067
LOC102724356	-1.0699889951691	5.42690021978022	-6.51034394769559	3.98617238277766e-09	2.30186040861602e-08	10.0518479673939
SEC13	0.374544618357445	10.0493178021978	6.51004744158884	3.99154720234074e-09	2.30439838485651e-08	10.0505213632895
SLTM	-0.425298652173939	8.48724186813187	-6.50946902427958	4.00205291538288e-09	2.30989655386026e-08	10.0479335175663
ILK	-0.617214342995201	9.80699131868132	-6.50894252646508	4.011639395207e-09	2.31486159409393e-08	10.0455780328388
LOC100507557	-0.37703386473431	3.68008923076923	-6.50878617976858	4.01449052916516e-09	2.31593861285172e-08	10.0448785707865
ABCF1	0.513292507246355	8.87270120879121	6.50845798893326	4.02048192846361e-09	2.3188262618309e-08	10.0434103342488
HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	0.432784473429937	4.0532143956044	6.5082243002287	4.02475350173379e-09	2.32072082276977e-08	10.042364890931
USP21	0.469445144927519	7.13677527472527	6.50770698842276	4.03422536675342e-09	2.32561227024609e-08	10.0400506633863
TSEN15	0.579803188405766	7.59107065934066	6.50620490326541	4.06185333939987e-09	2.34096521790456e-08	10.0333313678924
CYP39A1	-0.655056671497598	4.11180934065934	-6.50544165470873	4.07596344778088e-09	2.34852181018634e-08	10.0299173350123
SESN3	1.01934483091786	4.22751098901099	6.50396740718156	4.10335511941711e-09	2.36372550596841e-08	10.0233233955167
VRK1	0.841371454106256	6.85008175824176	6.50237763975663	4.1330971958283e-09	2.38027536841042e-08	10.0162133737707
PHYH	-0.858708975845436	8.61326021978022	-6.50197705826682	4.14062502021444e-09	2.38402693942335e-08	10.0144219265251
PRPF31	0.822897613526542	6.90316	6.50118176262225	4.15561061582958e-09	2.39206954685051e-08	10.01086539052
TUG1	0.584718285024129	8.31840076923077	6.49931362913537	4.19102278226127e-09	2.41186336772168e-08	10.0025117821807
COX4I1	-0.358858270531433	8.26088956043956	-6.49905245412286	4.19599731125377e-09	2.41413543935148e-08	10.0013439729306
TMEM65	0.638209850241526	6.08424846153846	6.49890043949608	4.19889538027995e-09	2.4152120162432e-08	10.000664267667
ABCA12	0.930717285024143	3.64216736263736	6.49813231612001	4.21356949845572e-09	2.42306001475987e-08	9.99722983480231
OFD1	-0.518833057971034	5.98719840659341	-6.49493036535512	4.27528740682011e-09	2.45795061863625e-08	9.98291486904448
USP44	-0.73703227536233	4.7169089010989	-6.49265629401414	4.31966245995724e-09	2.48285584208686e-08	9.97274973906742
ACAD11 /// NPHP3 /// NPHP3-ACAD11	-0.670353178743977	6.06377637362637	-6.49195062854538	4.33352482726439e-09	2.49021509741653e-08	9.96959566910568
UBBP1 /// UBBP1 /// UBBP4 /// UBBP4	-0.473729014492783	7.33079725274725	-6.49168143855809	4.33882448439061e-09	2.49265148688e-08	9.96839252002199
PTK7	0.441944185990319	5.3437478021978	6.49121741520338	4.34797495921668e-09	2.49729843811419e-08	9.96631860279331
HSF2BP	0.440094231884042	4.36746054945055	6.49093947213828	4.35346509355715e-09	2.49984128419102e-08	9.96507638326852
CIART	1.05099537681158	5.46120505494506	6.48810022141806	4.40994223693878e-09	2.53165343941421e-08	9.95238794652849
PTK6	0.68659754106278	5.8314393956044	6.48565170414661	4.45922849763191e-09	2.55932294446809e-08	9.94144730485428
RND1	-1.85429388405799	7.7255232967033	-6.48546282064406	4.46305309043483e-09	2.56089311263789e-08	9.9406033847702
PLEKHG4	0.859404173913016	6.34646208791209	6.48463624229479	4.47982819106466e-09	2.56989168424002e-08	9.93691038852123
STK35	0.283351376811577	5.24788923076923	6.48453608729802	4.48186502998331e-09	2.57043319934669e-08	9.93646292658859
OSMR	1.31201193236712	7.27623593406593	6.48435222371771	4.48560662333489e-09	2.57195192054697e-08	9.93564148686503
RP11-196G18.24	0.749150748792255	4.34807714285714	6.48411946513478	4.49034765236319e-09	2.5740428170505e-08	9.93460161319831
NFRKB	0.388597152173897	5.74283972527473	6.48362226132196	4.50049173602543e-09	2.57922918204966e-08	9.93238034822648
LOC100289097 /// LOC283788	-0.505747086956538	4.37960362637363	-6.48246057970863	4.5242810826036e-09	2.59223120737726e-08	9.92719076276474
OTC	-0.243962555555568	3.44994582417582	-6.48218089242405	4.53002717035954e-09	2.5948913552571e-08	9.92594136543198
S100PBP	0.472143963768092	6.48337884615385	6.48015502396955	4.57186400611174e-09	2.61821868574989e-08	9.91689215340928
SLC9A3R2	-0.396502077294697	4.02736593406593	-6.47985350031748	4.57812344300548e-09	2.62116512608298e-08	9.91554538694113
TELO2	0.300585538647326	6.41518956043956	6.47889219781595	4.59813609516933e-09	2.63198250081243e-08	9.91125184757327
FLT4	-0.417200135265712	4.53205384615385	-6.47744666578284	4.62839252025789e-09	2.64865674151985e-08	9.90479599687407
RP5-991G20.4	0.311538236714959	4.39931197802198	6.47617324282042	4.65520958223149e-09	2.66310284606902e-08	9.8991092361725
POM121 /// POM121C	0.630282806763255	9.25717538461539	6.47614051148458	4.65590089414788e-09	2.66310284606902e-08	9.89896307234228
PTEN	-0.759178285024179	7.05542065934066	-6.47553838740904	4.66863636059382e-09	2.66973807928925e-08	9.89627429800996
SGSM2	-0.649743222222241	6.18891659340659	-6.4753060645974	4.67355940140057e-09	2.67190367333353e-08	9.89523688920236
ROS1	-0.807512067632863	5.2184121978022	-6.47506327883563	4.67870964281815e-09	2.67419807531186e-08	9.8941527740051
ARL6IP6	0.572868864734277	5.71586428571429	6.47498515988651	4.68036798187016e-09	2.67449598964009e-08	9.89380395137324
TTLL7	-0.471167140096629	4.38463104395604	-6.47347138769825	4.71261791648110e-09	2.69227042496078e-08	9.88704484702787
EPB41L4A	-0.332290855072481	4.27695313186813	-6.47268661944179	4.72942327874095e-09	2.70094368914338e-08	9.88354102775868
SCAF4	-0.523699033816437	4.12253857142857	-6.47265523743352	4.73009653723707e-09	2.70094368914338e-08	9.88340091717974
XPR1	0.99548717391302	6.2923532967033	6.47256554109238	4.73202137336598e-09	2.70119727779234e-08	9.8830004532285
DTX4	-0.941675217391339	8.61174835164835	-6.47252751731518	4.73283757728836e-09	2.70119727779234e-08	9.88283069048701
SPSB3	-0.440899258454134	7.91653873626374	-6.4709132654101	4.76761719554341e-09	2.72038710429842e-08	9.87562396421433
SLC25A5	0.574210628019287	12.0698714285714	6.47048400304919	4.77690826079313e-09	2.72502746286331e-08	9.87370766075307
PUM2	0.610814120772918	8.64623362637363	6.47031034242793	4.78067210056242e-09	2.72651328334695e-08	9.87293242218027
FASTKD1	0.558343149758421	8.29080450549451	6.46996733233913	4.78811496025522e-09	2.73009609370189e-08	9.87140121297728
MAGEA9 /// MAGEA9B	1.97592431400964	4.76154043956044	6.46954605033388	4.79727189495469e-09	2.73443558837569e-08	9.86952063607728
LURAP1L	-0.989743318840599	7.35280285714286	-6.46951024829928	4.79805088147384e-09	2.73443558837569e-08	9.86936082008168
TET1	0.755018309178725	4.22568538461538	6.46817342959558	4.8272272982468e-09	2.75039694900109e-08	9.8633936547153
ARHGEF39	0.406701560386463	4.00773362637363	6.46742937181471	4.84354247476095e-09	2.75902443706412e-08	9.86007259658702
SLC37A1	-0.408297178743975	5.02230324175824	-6.46676965191747	4.85805394521623e-09	2.76662055185195e-08	9.85712809345493
TMPRSS11D	1.989375410628	5.34640945054945	6.46648495220253	4.8643295882698e-09	2.76952389048913e-08	9.85585743808423
LOC101927933 /// LRRC8C	-0.699574328502435	6.24638813186813	-6.4655352067295	4.88532288043016e-09	2.78080334336199e-08	9.85161873801999
LTBP2	-1.06652076811597	8.61504994505495	-6.46544121185756	4.88740542008913e-09	2.78131564191861e-08	9.85119925278038
